learning_rate	which_rules	which_responses	word	weight	updated_weight	mean_reg
0.05	both	coplayer	jeem	1	1	0.5833333333333334
0.05	both	coplayer	jine	0.808393059246601	0.8226459762648421	0.5217391304347826
0.05	both	coplayer	jink	0.7409149085767697	0.760992117451458	0.6086956521739131
0.05	both	coplayer	jurn	0.6778384157579144	0.67321756651386	0.625
0.05	both	coplayer	kleel	1	1	0.34615384615384615
0.05	both	coplayer	kleem	1	1	0.625
0.05	both	coplayer	klide	0.7829016668651589	0.8035138694366531	0.4230769230769231
0.05	both	coplayer	klill	0.9155899592136832	0.7685161821209932	0.5416666666666666
0.05	both	coplayer	klite	0.7718415267971652	0.7748620109701876	0.3333333333333333
0.05	both	coplayer	kreen	1	1	0.5416666666666666
0.05	both	coplayer	lell	0.9155899592136832	0.8000995832020703	0.5652173913043478
0.05	both	coplayer	ming	0.7835746010100221	0.7930019681619336	0.6086956521739131
0.05	both	coplayer	murn	0.6778384157579144	0.6606967302162173	0.6153846153846154
0.05	both	coplayer	neem	1	1	0.5416666666666666
0.05	both	coplayer	neen	1	1	0.5384615384615384
0.05	both	coplayer	nink	0.7409149085767697	0.7566027071968942	0.375
0.05	both	coplayer	pite	0.945188202887024	0.9491971176870885	0.4166666666666667
0.05	both	coplayer	pleel	1	1	0.3333333333333333
0.05	both	coplayer	pline	0.8761751979855581	0.8589780109854123	0.6956521739130435
0.05	both	coplayer	preem	1	1	0.5769230769230769
0.05	both	coplayer	prill	0.9155899592136832	0.7732850319451493	0.7692307692307693
0.05	both	coplayer	pring	0.7375500849042943	0.7576713105154448	0.2916666666666667
0.05	both	coplayer	prurn	0.9835884467748506	0.7977070010534301	0.5833333333333334
0.05	both	coplayer	quide	0.7841681456376568	0.8113269315569588	0.43478260869565216
0.05	both	coplayer	quing	0.7062877882701784	0.7398105475090356	0.38461538461538464
0.05	both	coplayer	quink	0.8998676870443899	0.9084378537866971	0.6086956521739131
0.05	both	coplayer	rurn	0.9835884467748506	0.8189372200974953	0.5652173913043478
0.05	both	coplayer	schmeem	1	1	0.5652173913043478
0.05	both	coplayer	schmim	0.7897565020866556	0.7843743078337275	0.5384615384615384
0.05	both	coplayer	schmine	0.9169076686720172	0.9171725169926871	0.6666666666666666
0.05	both	coplayer	schmite	0.7718415267971652	0.7826010097855327	0.34782608695652173
0.05	both	coplayer	shing	0.6140059072911342	0.648808245724479	0.3333333333333333
0.05	both	coplayer	shreen	1	1	0.6153846153846154
0.05	both	coplayer	shreep	0.5484932856105598	0.5748734999908967	0.20833333333333334
0.05	both	coplayer	shride	0.5176953847473417	0.5577410321668049	0.38461538461538464
0.05	both	coplayer	shring	0.7375500849042943	0.7647730726506037	0.30434782608695654
0.05	both	coplayer	skeen	1	1	0.5
0.05	both	coplayer	skeep	0.5319307624339821	0.5656386715920783	0.3076923076923077
0.05	both	coplayer	skell	0.9155899592136832	0.7732850319451493	0.46153846153846156
0.05	both	coplayer	sking	0.8495007220414647	0.8675101155624032	0.25
0.05	both	coplayer	skrill	0.9155899592136832	0.7685161821209932	0.5833333333333334
0.05	both	coplayer	skrine	0.5958105755120673	0.6047654472647899	0.5
0.05	both	coplayer	skrink	0.7403984313448542	0.7658953636807878	0.3076923076923077
0.05	both	coplayer	skrurn	0.9835884467748506	0.8251892056706609	0.6153846153846154
0.05	both	coplayer	skurn	0.9835884467748506	0.8251892056706609	0.5769230769230769
0.05	both	coplayer	sleel	1	1	0.3076923076923077
0.05	both	coplayer	slill	0.9155899592136832	0.7732850319451493	0.6923076923076923
0.05	both	coplayer	sline	0.8761751979855581	0.8432494883883949	0.5
0.05	both	coplayer	slive	0.7255085865447082	0.7341258062608714	0.5217391304347826
0.05	both	coplayer	slurn	0.9835884467748506	0.7977070010534301	0.7083333333333334
0.05	both	coplayer	smill	0.9155899592136832	0.8000995832020703	0.5652173913043478
0.05	both	coplayer	smim	0.7897565020866556	0.7728777196803337	0.375
0.05	both	coplayer	smink	0.929725211155199	0.9381530951377678	0.46153846153846156
0.05	both	coplayer	sneem	1	1	0.5416666666666666
0.05	both	coplayer	sneen	1	1	0.6521739130434783
0.05	both	coplayer	sneep	0.6330236380813812	0.6666546659756097	0.34782608695652173
0.05	both	coplayer	snine	0.8761751979855581	0.8599758001153436	0.6538461538461539
0.05	both	coplayer	sning	0.8234186488596761	0.8444838117330751	0.391304347826087
0.05	both	coplayer	snink	0.7409149085767697	0.7566027071968942	0.3333333333333333
0.05	both	coplayer	snite	0.7718415267971652	0.7973379193840118	0.3076923076923077
0.05	both	coplayer	snurn	0.9835884467748506	0.8251892056706609	0.6153846153846154
0.05	both	coplayer	sping	0.8495007220414647	0.8675101155624032	0.20833333333333334
0.05	both	coplayer	splide	0.7829016668651589	0.7996939015836463	0.25
0.05	both	coplayer	spling	0.7568219552724097	0.784660244723846	0.3076923076923077
0.05	both	coplayer	splink	0.7409149085767697	0.760992117451458	0.43478260869565216
0.05	both	coplayer	splive	0.7255085865447082	0.7341258062608714	0.6086956521739131
0.05	both	coplayer	splurn	0.9835884467748506	0.8189372200974953	0.7391304347826086
0.05	both	coplayer	spreem	1	1	0.46153846153846156
0.05	both	coplayer	sprell	0.9155899592136832	0.8000995832020703	0.6521739130434783
0.05	both	coplayer	spride	0.5635008056678296	0.6026576909495769	0.23076923076923078
0.05	both	coplayer	sprurn	0.9835884467748506	0.8251892056706609	0.6538461538461539
0.05	both	coplayer	squeen	1	1	0.5833333333333334
0.05	both	coplayer	squeep	0.5319307624339821	0.5568010673928749	0.2916666666666667
0.05	both	coplayer	squide	0.7841681456376568	0.8080015961861252	0.25
0.05	both	coplayer	squine	0.9371183282858644	0.9413125415839189	0.6538461538461539
0.05	both	coplayer	squite	0.7718415267971652	0.7748620109701876	0.3333333333333333
0.05	both	coplayer	stell	0.9155899592136832	0.8000995832020703	0.5652173913043478
0.05	both	coplayer	streel	1	1	0.4782608695652174
0.05	both	coplayer	streen	1	1	0.5
0.05	both	coplayer	strill	0.9155899592136832	0.8000995832020703	0.8260869565217391
0.05	both	coplayer	strim	0.8248619149777238	0.8166929515107785	0.375
0.05	both	coplayer	strine	0.5958105755120673	0.6151783973485299	0.4782608695652174
0.05	both	coplayer	strink	0.7403984313448542	0.7658953636807878	0.3076923076923077
0.05	both	coplayer	strite	0.5223415272025212	0.5424009646304331	0.20833333333333334
0.05	both	coplayer	surn	0.9835884467748506	0.8251892056706609	0.6153846153846154
0.05	both	coplayer	sweel	1	1	0.43478260869565216
0.05	both	coplayer	swide	0.7841681456376568	0.8080015961861252	0.16666666666666666
0.05	both	coplayer	swite	0.7718415267971652	0.7973379193840118	0.4230769230769231
0.05	both	coplayer	swurn	0.9835884467748506	0.7977070010534301	0.6666666666666666
0.05	both	coplayer	theel	0.6776013984474349	0.7102375901802478	0.20833333333333334
0.05	both	coplayer	theep	0.6330236380813812	0.6572812274228844	0.4166666666666667
0.05	both	coplayer	thide	0.8103906228224429	0.8103906228224429	0.23076923076923078
0.05	both	coplayer	threll	0.9155899592136832	0.7685161821209932	0.4583333333333333
0.05	both	coplayer	thride	0.5176953847473417	0.5589964836163172	0.34782608695652173
0.05	both	coplayer	thrim	0.8248619149777238	0.8166929515107785	0.4166666666666667
0.05	both	coplayer	thring	0.7375500849042943	0.7647730726506037	0.5217391304347826
0.05	both	coplayer	thurn	0.9835884467748506	0.8189372200974953	0.5217391304347826
0.05	both	coplayer	trell	0.9155899592136832	0.8000995832020703	0.6521739130434783
0.05	both	coplayer	trine	0.5958105755120673	0.6151783973485299	0.34782608695652173
0.05	both	coplayer	trink	0.6161333976380446	0.6527367841135824	0.2916666666666667
0.05	both	coplayer	trurn	0.9835884467748506	0.8251892056706609	0.6923076923076923
0.05	both	coplayer	twell	0.7717736258285047	0.7971429384230693	0.5652173913043478
0.05	both	coplayer	twim	0.7138711619353876	0.7063812867006134	0.34782608695652173
0.05	both	coplayer	twink	0.8998676870443899	0.9011828300167991	0.5769230769230769
0.05	both	coplayer	twite	0.7718415267971652	0.7748620109701876	0.25
0.05	both	coplayer	vink	0.9289251231442684	0.9374426152949761	0.6153846153846154
0.05	both	coplayer	vrill	0.9155899592136832	0.7685161821209932	0.625
0.05	both	coplayer	vrink	0.7403984313448542	0.7658953636807878	0.4230769230769231
0.05	both	coplayer	vrite	0.5680738434412476	0.6028874470288018	0.30434782608695654
0.05	both	coplayer	vurn	0.6778384157579144	0.67321756651386	0.5416666666666666
0.05	both	coplayer	yide	0.7841681456376568	0.8113269315569588	0.391304347826087
0.05	both	coplayer	yill	0.9155899592136832	0.8000995832020703	0.782608695652174
0.05	both	coplayer	zeem	1	1	0.6521739130434783
0.05	both	coplayer	zeep	0.6330236380813812	0.6666546659756097	0.5217391304347826
0.05	both	coplayer	zell	0.9155899592136832	0.7732850319451493	0.2692307692307692
0.05	both	coplayer	zim	0.8248619149777238	0.832524868988218	0.6956521739130435
0.05	both	coplayer	zite	0.7454089129026418	0.7603587683112072	0.3333333333333333
0.05	both	own	beeve	0.8760675281811514	0.881198770574132	0.6153846153846154
0.05	both	own	blide	0.7829016668651589	0.7813788309323513	0.5217391304347826
0.05	both	own	blurn	0.9835884467748506	0.8829295679441359	0.6666666666666666
0.05	both	own	breep	0.5484932856105598	0.5507645552780175	0.2916666666666667
0.05	both	own	brive	0.6233257410830562	0.6360739379314315	0.25
0.05	both	own	brurn	0.9835884467748506	0.8829295679441359	0.4583333333333333
0.05	both	own	cheel	0.7033649711464584	0.7453982186938596	0.6521739130434783
0.05	both	own	cheem	1	1	0.46153846153846156
0.05	both	own	cheen	1	1	0.6521739130434783
0.05	both	own	chim	0.8541500394431276	0.864368072835634	0.3333333333333333
0.05	both	own	chite	0.8602176784612262	0.864353627999454	0.3333333333333333
0.05	both	own	dreen	1	1	0.5652173913043478
0.05	both	own	dreep	0.5484932856105598	0.557021585760113	0.23076923076923078
0.05	both	own	drell	0.9155899592136832	0.8412876240328104	0.46153846153846156
0.05	both	own	drurn	0.9835884467748506	0.8909750534346604	0.5217391304347826
0.05	both	own	dweep	0.5319307624339821	0.5424966043358693	0.3076923076923077
0.05	both	own	dwide	0.7841681456376568	0.7659085429819742	0.3076923076923077
0.05	both	own	dwill	0.9155899592136832	0.8412876240328104	0.46153846153846156
0.05	both	own	dwim	0.7138711619353876	0.7049821965551529	0.4583333333333333
0.05	both	own	dwing	0.7062877882701784	0.7210628688052813	0.5384615384615384
0.05	both	own	dwink	0.8998676870443899	0.9048655679571305	0.34782608695652173
0.05	both	own	feem	1	1	0.6086956521739131
0.05	both	own	fide	0.9154709676018904	0.9106524892009807	0.4230769230769231
0.05	both	own	fim	0.8393380184291316	0.853026483341209	0.6153846153846154
0.05	both	own	fleel	1	1	0.46153846153846156
0.05	both	own	frim	0.8248619149777238	0.8310369979283733	0.782608695652174
0.05	both	own	geem	1	1	0.6956521739130435
0.05	both	own	geeve	0.9209183614324898	0.9223227992658513	0.6086956521739131
0.05	both	own	gim	0.7138711619353876	0.7234621095019628	0.6153846153846154
0.05	both	own	glill	0.9155899592136832	0.8317319100295095	0.4583333333333333
0.05	both	own	gline	0.8761751979855581	0.886837053438822	0.6153846153846154
0.05	both	own	gling	0.7568219552724097	0.7641050037036708	0.6086956521739131
0.05	both	own	glink	0.7409149085767697	0.7515208222317473	0.4166666666666667
0.05	both	own	greel	1	1	0.5652173913043478
0.05	both	own	greem	1	1	0.5769230769230769
0.05	both	own	gring	0.7375500849042943	0.7448332529881041	0.34782608695652173
0.05	both	own	grink	0.7403984313448542	0.7618886762337401	0.34615384615384615
0.05	both	own	gurn	0.6778384157579144	0.6995939924218187	0.4166666666666667
0.05	both	own	hurn	0.9835884467748506	0.8909750534346604	0.6956521739130435
0.05	both	own	jeem	1	1	0.5833333333333334
0.05	both	own	jine	0.808393059246601	0.8322663264691925	0.5217391304347826
0.05	both	own	jink	0.7409149085767697	0.7423223472396737	0.6086956521739131
0.05	both	own	jurn	0.6778384157579144	0.6995939924218187	0.625
0.05	both	own	kleel	1	1	0.34615384615384615
0.05	both	own	kleem	1	1	0.625
0.05	both	own	klide	0.7829016668651589	0.780431680856681	0.4230769230769231
0.05	both	own	klill	0.9155899592136832	0.8317319100295095	0.5416666666666666
0.05	both	own	klite	0.7718415267971652	0.7501798353585538	0.3333333333333333
0.05	both	own	kreen	1	1	0.5416666666666666
0.05	both	own	lell	0.9155899592136832	0.8517480984995723	0.5652173913043478
0.05	both	own	ming	0.7835746010100221	0.7865270632782189	0.6086956521739131
0.05	both	own	murn	0.6778384157579144	0.7055258892308425	0.6153846153846154
0.05	both	own	neem	1	1	0.5416666666666666
0.05	both	own	neen	1	1	0.5384615384615384
0.05	both	own	nink	0.7409149085767697	0.7515208222317473	0.375
0.05	both	own	pite	0.945188202887024	0.9469587478217952	0.4166666666666667
0.05	both	own	pleel	1	1	0.3333333333333333
0.05	both	own	pline	0.8761751979855581	0.8688233249187259	0.6956521739130435
0.05	both	own	preem	1	1	0.5769230769230769
0.05	both	own	prill	0.9155899592136832	0.8412876240328104	0.7692307692307693
0.05	both	own	pring	0.7375500849042943	0.7338471531859757	0.2916666666666667
0.05	both	own	prurn	0.9835884467748506	0.8829295679441359	0.5833333333333334
0.05	both	own	quide	0.7841681456376568	0.7635000227915723	0.43478260869565216
0.05	both	own	quing	0.7062877882701784	0.7210628688052813	0.38461538461538464
0.05	both	own	quink	0.8998676870443899	0.9048655679571305	0.6086956521739131
0.05	both	own	rurn	0.9835884467748506	0.8909750534346604	0.5652173913043478
0.05	both	own	schmeem	1	1	0.5652173913043478
0.05	both	own	schmim	0.7897565020866556	0.7942024702422658	0.5384615384615384
0.05	both	own	schmine	0.9169076686720172	0.918202692523741	0.6666666666666666
0.05	both	own	schmite	0.7718415267971652	0.7501308317159049	0.34782608695652173
0.05	both	own	shing	0.6140059072911342	0.6374956422796338	0.3333333333333333
0.05	both	own	shreen	1	1	0.6153846153846154
0.05	both	own	shreep	0.5484932856105598	0.5507645552780175	0.20833333333333334
0.05	both	own	shride	0.5176953847473417	0.5281889228803461	0.38461538461538464
0.05	both	own	shring	0.7375500849042943	0.7448332529881041	0.30434782608695654
0.05	both	own	skeen	1	1	0.5
0.05	both	own	skeep	0.5319307624339821	0.5424966043358693	0.3076923076923077
0.05	both	own	skell	0.9155899592136832	0.8412876240328104	0.46153846153846156
0.05	both	own	sking	0.8495007220414647	0.8616544486706595	0.25
0.05	both	own	skrill	0.9155899592136832	0.8317319100295095	0.5833333333333334
0.05	both	own	skrine	0.5958105755120673	0.6329152632173077	0.5
0.05	both	own	skrink	0.7403984313448542	0.7618886762337401	0.3076923076923077
0.05	both	own	skrurn	0.9835884467748506	0.9139323546030979	0.6153846153846154
0.05	both	own	skurn	0.9835884467748506	0.9139323546030979	0.5769230769230769
0.05	both	own	sleel	1	1	0.3076923076923077
0.05	both	own	slill	0.9155899592136832	0.8412876240328104	0.6923076923076923
0.05	both	own	sline	0.8761751979855581	0.870860919727338	0.5
0.05	both	own	slive	0.7255085865447082	0.7293863354169816	0.5217391304347826
0.05	both	own	slurn	0.9835884467748506	0.8829295679441359	0.7083333333333334
0.05	both	own	smill	0.9155899592136832	0.8517480984995723	0.5652173913043478
0.05	both	own	smim	0.7897565020866556	0.785940789697147	0.375
0.05	both	own	smink	0.929725211155199	0.9368422681500955	0.46153846153846156
0.05	both	own	sneem	1	1	0.5416666666666666
0.05	both	own	sneen	1	1	0.6521739130434783
0.05	both	own	sneep	0.6330236380813812	0.6458879314263195	0.34782608695652173
0.05	both	own	snine	0.8761751979855581	0.886837053438822	0.6538461538461539
0.05	both	own	sning	0.8234186488596761	0.8350438390098026	0.391304347826087
0.05	both	own	snink	0.7409149085767697	0.7515208222317473	0.3333333333333333
0.05	both	own	snite	0.7718415267971652	0.7649597379221142	0.3076923076923077
0.05	both	own	snurn	0.9835884467748506	0.9139323546030979	0.6153846153846154
0.05	both	own	sping	0.8495007220414647	0.8616544486706595	0.20833333333333334
0.05	both	own	splide	0.7829016668651589	0.7783148472203005	0.25
0.05	both	own	spling	0.7568219552724097	0.7723327870399384	0.3076923076923077
0.05	both	own	splink	0.7409149085767697	0.7423223472396737	0.43478260869565216
0.05	both	own	splive	0.7255085865447082	0.7293863354169816	0.6086956521739131
0.05	both	own	splurn	0.9835884467748506	0.8909750534346604	0.7391304347826086
0.05	both	own	spreem	1	1	0.46153846153846156
0.05	both	own	sprell	0.9155899592136832	0.8517480984995723	0.6521739130434783
0.05	both	own	spride	0.5635008056678296	0.578243475564619	0.23076923076923078
0.05	both	own	sprurn	0.9835884467748506	0.9139323546030979	0.6538461538461539
0.05	both	own	squeen	1	1	0.5833333333333334
0.05	both	own	squeep	0.5319307624339821	0.5324333681806842	0.2916666666666667
0.05	both	own	squide	0.7841681456376568	0.7723725410079549	0.25
0.05	both	own	squine	0.9371183282858644	0.9469625831009755	0.6538461538461539
0.05	both	own	squite	0.7718415267971652	0.7501798353585538	0.3333333333333333
0.05	both	own	stell	0.9155899592136832	0.8517480984995723	0.5652173913043478
0.05	both	own	streel	1	1	0.4782608695652174
0.05	both	own	streen	1	1	0.5
0.05	both	own	strill	0.9155899592136832	0.8517480984995723	0.8260869565217391
0.05	both	own	strim	0.8248619149777238	0.8312482174550799	0.375
0.05	both	own	strine	0.5958105755120673	0.6301127475063355	0.4782608695652174
0.05	both	own	strink	0.7403984313448542	0.7618886762337401	0.3076923076923077
0.05	both	own	strite	0.5223415272025212	0.522530134121771	0.20833333333333334
0.05	both	own	surn	0.9835884467748506	0.9139323546030979	0.6153846153846154
0.05	both	own	sweel	1	1	0.43478260869565216
0.05	both	own	swide	0.7841681456376568	0.7723725410079549	0.16666666666666666
0.05	both	own	swite	0.7718415267971652	0.7649597379221142	0.4230769230769231
0.05	both	own	swurn	0.9835884467748506	0.8829295679441359	0.6666666666666666
0.05	both	own	theel	0.6776013984474349	0.7231710431002651	0.20833333333333334
0.05	both	own	theep	0.6330236380813812	0.6285591716140552	0.4166666666666667
0.05	both	own	thide	0.8103906228224429	0.8103906228224429	0.23076923076923078
0.05	both	own	threll	0.9155899592136832	0.8317319100295095	0.4583333333333333
0.05	both	own	thride	0.5176953847473417	0.5280842214875194	0.34782608695652173
0.05	both	own	thrim	0.8248619149777238	0.8312482174550799	0.4166666666666667
0.05	both	own	thring	0.7375500849042943	0.7448332529881041	0.5217391304347826
0.05	both	own	thurn	0.9835884467748506	0.8909750534346604	0.5217391304347826
0.05	both	own	trell	0.9155899592136832	0.8517480984995723	0.6521739130434783
0.05	both	own	trine	0.5958105755120673	0.6301127475063355	0.34782608695652173
0.05	both	own	trink	0.6161333976380446	0.6449419548220625	0.2916666666666667
0.05	both	own	trurn	0.9835884467748506	0.9139323546030979	0.6923076923076923
0.05	both	own	twell	0.7717736258285047	0.806675798712364	0.5652173913043478
0.05	both	own	twim	0.7138711619353876	0.7145773425653504	0.34782608695652173
0.05	both	own	twink	0.8998676870443899	0.8933620570472567	0.5769230769230769
0.05	both	own	twite	0.7718415267971652	0.7501798353585538	0.25
0.05	both	own	vink	0.9289251231442684	0.9361177947260949	0.6153846153846154
0.05	both	own	vrill	0.9155899592136832	0.8317319100295095	0.625
0.05	both	own	vrink	0.7403984313448542	0.7618886762337401	0.4230769230769231
0.05	both	own	vrite	0.5680738434412476	0.5859609202753492	0.30434782608695654
0.05	both	own	vurn	0.6778384157579144	0.6995939924218187	0.5416666666666666
0.05	both	own	yide	0.7841681456376568	0.7635000227915723	0.391304347826087
0.05	both	own	yill	0.9155899592136832	0.8517480984995723	0.782608695652174
0.05	both	own	zeem	1	1	0.6521739130434783
0.05	both	own	zeep	0.6330236380813812	0.6458879314263195	0.5217391304347826
0.05	both	own	zell	0.9155899592136832	0.8412876240328104	0.2692307692307692
0.05	both	own	zim	0.8248619149777238	0.8418868131502905	0.6956521739130435
0.05	both	own	zite	0.7454089129026418	0.7519941235454902	0.3333333333333333
0.05	irregular	coplayer	beeve	0.8760675281811514	0.8760675281811514	0.6153846153846154
0.05	irregular	coplayer	blide	0.7829016668651589	0.7815464210970727	0.5217391304347826
0.05	irregular	coplayer	blurn	0.9835884467748506	0.795208693533266	0.6666666666666666
0.05	irregular	coplayer	breep	0.5484932856105598	0.5478608106426974	0.2916666666666667
0.05	irregular	coplayer	brive	0.6233257410830562	0.6233257410830562	0.25
0.05	irregular	coplayer	brurn	0.9835884467748506	0.795208693533266	0.4583333333333333
0.05	irregular	coplayer	cheel	0.7033649711464584	0.7033649711464584	0.6521739130434783
0.05	irregular	coplayer	cheem	1	1	0.46153846153846156
0.05	irregular	coplayer	cheen	1	1	0.6521739130434783
0.05	irregular	coplayer	chim	0.8541500394431276	0.8541500394431276	0.3333333333333333
0.05	irregular	coplayer	chite	0.8602176784612262	0.8602176784612262	0.3333333333333333
0.05	irregular	coplayer	dreen	1	1	0.5652173913043478
0.05	irregular	coplayer	dreep	0.5484932856105598	0.5473256395160447	0.23076923076923078
0.05	irregular	coplayer	drell	0.9155899592136832	0.7491297339524828	0.46153846153846156
0.05	irregular	coplayer	drurn	0.9835884467748506	0.8119400086720286	0.5217391304347826
0.05	irregular	coplayer	dweep	0.5319307624339821	0.5313812065020532	0.3076923076923077
0.05	irregular	coplayer	dwide	0.7841681456376568	0.7841681456376568	0.3076923076923077
0.05	irregular	coplayer	dwill	0.9155899592136832	0.7491297339524828	0.46153846153846156
0.05	irregular	coplayer	dwim	0.7138711619353876	0.6872312643625863	0.4583333333333333
0.05	irregular	coplayer	dwing	0.7062877882701784	0.6993385155719227	0.5384615384615384
0.05	irregular	coplayer	dwink	0.8998676870443899	0.8909264227288389	0.34782608695652173
0.05	irregular	coplayer	feem	1	1	0.6086956521739131
0.05	irregular	coplayer	fide	0.9154709676018904	0.8961970539982512	0.4230769230769231
0.05	irregular	coplayer	fim	0.8393380184291316	0.8393380184291316	0.6153846153846154
0.05	irregular	coplayer	fleel	1	1	0.46153846153846156
0.05	irregular	coplayer	frim	0.8248619149777238	0.802057879512786	0.782608695652174
0.05	irregular	coplayer	geem	1	1	0.6956521739130435
0.05	irregular	coplayer	geeve	0.9209183614324898	0.9209183614324898	0.6086956521739131
0.05	irregular	coplayer	gim	0.7138711619353876	0.7070221629355921	0.6153846153846154
0.05	irregular	coplayer	glill	0.9155899592136832	0.7467999518083593	0.4583333333333333
0.05	irregular	coplayer	gline	0.8761751979855581	0.8515597439105997	0.6153846153846154
0.05	irregular	coplayer	gling	0.7568219552724097	0.7568219552724097	0.6086956521739131
0.05	irregular	coplayer	glink	0.7409149085767697	0.7272025367614453	0.4166666666666667
0.05	irregular	coplayer	greel	1	1	0.5652173913043478
0.05	irregular	coplayer	greem	1	1	0.5769230769230769
0.05	irregular	coplayer	gring	0.7375500849042943	0.7363282725353131	0.34782608695652173
0.05	irregular	coplayer	grink	0.7403984313448542	0.7403984313448542	0.34615384615384615
0.05	irregular	coplayer	gurn	0.6778384157579144	0.6665110152378233	0.4166666666666667
0.05	irregular	coplayer	hurn	0.9835884467748506	0.8119400086720286	0.6956521739130435
0.05	irregular	coplayer	jeem	1	1	0.5833333333333334
0.05	irregular	coplayer	jine	0.808393059246601	0.808393059246601	0.5217391304347826
0.05	irregular	coplayer	jink	0.7409149085767697	0.7245099545043951	0.6086956521739131
0.05	irregular	coplayer	jurn	0.6778384157579144	0.6665110152378233	0.625
0.05	irregular	coplayer	kleel	1	1	0.34615384615384615
0.05	irregular	coplayer	kleem	1	1	0.625
0.05	irregular	coplayer	klide	0.7829016668651589	0.776907310583239	0.4230769230769231
0.05	irregular	coplayer	klill	0.9155899592136832	0.7467999518083593	0.5416666666666666
0.05	irregular	coplayer	klite	0.7718415267971652	0.7608599588148746	0.3333333333333333
0.05	irregular	coplayer	kreen	1	1	0.5416666666666666
0.05	irregular	coplayer	lell	0.9155899592136832	0.7805625931332657	0.5652173913043478
0.05	irregular	coplayer	ming	0.7835746010100221	0.7670651711013581	0.6086956521739131
0.05	irregular	coplayer	murn	0.6778384157579144	0.6491995513892991	0.6153846153846154
0.05	irregular	coplayer	neem	1	1	0.5416666666666666
0.05	irregular	coplayer	neen	1	1	0.5384615384615384
0.05	irregular	coplayer	nink	0.7409149085767697	0.7272025367614453	0.375
0.05	irregular	coplayer	pite	0.945188202887024	0.9451882028870241	0.4166666666666667
0.05	irregular	coplayer	pleel	1	1	0.3333333333333333
0.05	irregular	coplayer	pline	0.8761751979855581	0.8490233663245399	0.6956521739130435
0.05	irregular	coplayer	preem	1	1	0.5769230769230769
0.05	irregular	coplayer	prill	0.9155899592136832	0.7491297339524828	0.7692307692307693
0.05	irregular	coplayer	pring	0.7375500849042943	0.729525662751768	0.2916666666666667
0.05	irregular	coplayer	prurn	0.9835884467748506	0.795208693533266	0.5833333333333334
