learning_rate	which_rules	which_responses	word	weight	updated_weight	mean_reg
0.45	irregular	coplayer	zim	0.8248619149777238	0.8248619149777238	0.6956521739130435
0.45	irregular	coplayer	zite	0.7454089129026418	0.7454089129026418	0.3333333333333333
0.45	irregular	own	beeve	0.8760675281811514	0.8760675281811514	0.6153846153846154
0.45	irregular	own	blide	0.7829016668651589	0.6903944127156455	0.5217391304347826
0.45	irregular	own	blurn	0.9835884467748506	0.5334673992688007	0.6666666666666666
0.45	irregular	own	breep	0.5484932856105598	0.49722823254931803	0.2916666666666667
0.45	irregular	own	brive	0.6233257410830562	0.6233257410830562	0.25
0.45	irregular	own	brurn	0.9835884467748506	0.5334673992688007	0.4583333333333333
0.45	irregular	own	cheel	0.7033649711464584	0.7033649711464584	0.6521739130434783
0.45	irregular	own	cheem	1	1	0.46153846153846156
0.45	irregular	own	cheen	1	1	0.6521739130434783
0.45	irregular	own	chim	0.8541500394431276	0.8541500394431276	0.3333333333333333
0.45	irregular	own	chite	0.8602176784612262	0.8602176784612262	0.3333333333333333
0.45	irregular	own	dreen	1	1	0.5652173913043478
0.45	irregular	own	dreep	0.5484932856105598	0.5026991662467774	0.23076923076923078
0.45	irregular	own	drell	0.9155899592136832	0.4897981426200811	0.46153846153846156
0.45	irregular	own	drurn	0.9835884467748506	0.5756378850495597	0.5217391304347826
0.45	irregular	own	dweep	0.5319307624339821	0.49529044159877467	0.3076923076923077
0.45	irregular	own	dwide	0.7841681456376568	0.5906837912417396	0.3076923076923077
0.45	irregular	own	dwill	0.9155899592136832	0.4897981426200811	0.46153846153846156
0.45	irregular	own	dwim	0.7138711619353876	0.5623836913479144	0.4583333333333333
0.45	irregular	own	dwing	0.7062877882701784	0.6233255555867434	0.5384615384615384
0.45	irregular	own	dwink	0.8998676870443899	0.852727495069784	0.34782608695652173
0.45	irregular	own	feem	1	1	0.6086956521739131
0.45	irregular	own	fide	0.9154709676018904	0.8836991090379979	0.4230769230769231
0.45	irregular	own	fim	0.8393380184291316	0.8393380184291316	0.6153846153846154
0.45	irregular	own	fleel	1	1	0.46153846153846156
0.45	irregular	own	frim	0.8248619149777238	0.7538685539450424	0.782608695652174
0.45	irregular	own	geem	1	1	0.6956521739130435
0.45	irregular	own	geeve	0.9209183614324898	0.9209183614324898	0.6086956521739131
0.45	irregular	own	gim	0.7138711619353876	0.6316428518603073	0.6153846153846154
0.45	irregular	own	glill	0.9155899592136832	0.5014005401683584	0.4583333333333333
0.45	irregular	own	gline	0.8761751979855581	0.8179867025095316	0.6153846153846154
0.45	irregular	own	gling	0.7568219552724097	0.7039429934098098	0.6086956521739131
0.45	irregular	own	glink	0.7409149085767697	0.6653897683435829	0.4166666666666667
0.45	irregular	own	greel	1	1	0.5652173913043478
0.45	irregular	own	greem	1	1	0.5769230769230769
0.45	irregular	own	gring	0.7375500849042943	0.6785575016946979	0.34782608695652173
0.45	irregular	own	grink	0.7403984313448542	0.7403984313448542	0.34615384615384615
0.45	irregular	own	gurn	0.6778384157579144	0.6242123813359839	0.4166666666666667
0.45	irregular	own	hurn	0.9835884467748506	0.5756378850495597	0.6956521739130435
0.45	irregular	own	jeem	1	1	0.5833333333333334
0.45	irregular	own	jine	0.808393059246601	0.808393059246601	0.5217391304347826
0.45	irregular	own	jink	0.7409149085767697	0.6021351420476538	0.6086956521739131
0.45	irregular	own	jurn	0.6778384157579144	0.6242123813359839	0.625
0.45	irregular	own	kleel	1	1	0.34615384615384615
0.45	irregular	own	kleem	1	1	0.625
0.45	irregular	own	klide	0.7829016668651589	0.6765183245932185	0.4230769230769231
0.45	irregular	own	klill	0.9155899592136832	0.5014005401683584	0.5416666666666666
0.45	irregular	own	klite	0.7718415267971652	0.6006402352996547	0.3333333333333333
0.45	irregular	own	kreen	1	1	0.5416666666666666
0.45	irregular	own	lell	0.9155899592136832	0.511064189520934	0.5652173913043478
0.45	irregular	own	ming	0.7835746010100221	0.7087055137491064	0.6086956521739131
0.45	irregular	own	murn	0.6778384157579144	0.6007067523732931	0.6153846153846154
0.45	irregular	own	neem	1	1	0.5416666666666666
0.45	irregular	own	neen	1	1	0.5384615384615384
0.45	irregular	own	nink	0.7409149085767697	0.6653897683435829	0.375
0.45	irregular	own	pite	0.945188202887024	0.9451882028870241	0.4166666666666667
0.45	irregular	own	pleel	1	1	0.3333333333333333
0.45	irregular	own	pline	0.8761751979855581	0.7203659571933556	0.6956521739130435
0.45	irregular	own	preem	1	1	0.5769230769230769
0.45	irregular	own	prill	0.9155899592136832	0.4897981426200811	0.7692307692307693
0.45	irregular	own	pring	0.7375500849042943	0.6164073067416396	0.2916666666666667
0.45	irregular	own	prurn	0.9835884467748506	0.5334673992688007	0.5833333333333334
0.45	irregular	own	quide	0.7841681456376568	0.5839999028332569	0.43478260869565216
0.45	irregular	own	quing	0.7062877882701784	0.6233255555867434	0.38461538461538464
0.45	irregular	own	quink	0.8998676870443899	0.852727495069784	0.6086956521739131
0.45	irregular	own	rurn	0.9835884467748506	0.5756378850495597	0.5652173913043478
0.45	irregular	own	schmeem	1	1	0.5652173913043478
0.45	irregular	own	schmim	0.7897565020866556	0.6998878876576656	0.5384615384615384
0.45	irregular	own	schmine	0.9169076686720172	0.8374302969374015	0.6666666666666666
0.45	irregular	own	schmite	0.7718415267971652	0.5625923413776358	0.34782608695652173
0.45	irregular	own	shing	0.6140059072911342	0.6140059072911342	0.3333333333333333
0.45	irregular	own	shreen	1	1	0.6153846153846154
0.45	irregular	own	shreep	0.5484932856105598	0.49722823254931803	0.20833333333333334
0.45	irregular	own	shride	0.5176953847473417	0.45069822271519716	0.38461538461538464
0.45	irregular	own	shring	0.7375500849042943	0.6785575016946979	0.30434782608695654
0.45	irregular	own	skeen	1	1	0.5
0.45	irregular	own	skeep	0.5319307624339821	0.49529044159877467	0.3076923076923077
0.45	irregular	own	skell	0.9155899592136832	0.4897981426200811	0.46153846153846156
0.45	irregular	own	sking	0.8495007220414647	0.8495007220414647	0.25
0.45	irregular	own	skrill	0.9155899592136832	0.5014005401683584	0.5833333333333334
0.45	irregular	own	skrine	0.5958105755120673	0.5513557530258835	0.5
0.45	irregular	own	skrink	0.7403984313448542	0.7403984313448542	0.3076923076923077
0.45	irregular	own	skrurn	0.9835884467748506	0.6009827857662461	0.6153846153846154
0.45	irregular	own	skurn	0.9835884467748506	0.6009827857662461	0.5769230769230769
0.45	irregular	own	sleel	1	1	0.3076923076923077
0.45	irregular	own	slill	0.9155899592136832	0.4897981426200811	0.6923076923076923
0.45	irregular	own	sline	0.8761751979855581	0.7221622816556991	0.5
0.45	irregular	own	slive	0.7255085865447082	0.7255085865447082	0.5217391304347826
0.45	irregular	own	slurn	0.9835884467748506	0.5334673992688007	0.7083333333333334
0.45	irregular	own	smill	0.9155899592136832	0.511064189520934	0.5652173913043478
0.45	irregular	own	smim	0.7897565020866556	0.6658467458285028	0.375
0.45	irregular	own	smink	0.929725211155199	0.929725211155199	0.46153846153846156
0.45	irregular	own	sneem	1	1	0.5416666666666666
0.45	irregular	own	sneen	1	1	0.6521739130434783
0.45	irregular	own	sneep	0.6330236380813812	0.5890625246166686	0.34782608695652173
0.45	irregular	own	snine	0.8761751979855581	0.8179867025095316	0.6538461538461539
0.45	irregular	own	sning	0.8234186488596761	0.8234186488596761	0.391304347826087
0.45	irregular	own	snink	0.7409149085767697	0.6653897683435829	0.3333333333333333
0.45	irregular	own	snite	0.7718415267971652	0.5963394995774111	0.3076923076923077
0.45	irregular	own	snurn	0.9835884467748506	0.6009827857662461	0.6153846153846154
0.45	irregular	own	sping	0.8495007220414647	0.8495007220414647	0.20833333333333334
0.45	irregular	own	splide	0.7829016668651589	0.658787767547895	0.25
0.45	irregular	own	spling	0.7568219552724097	0.7022481548885726	0.3076923076923077
0.45	irregular	own	splink	0.7409149085767697	0.6021351420476538	0.43478260869565216
0.45	irregular	own	splive	0.7255085865447082	0.7255085865447082	0.6086956521739131
0.45	irregular	own	splurn	0.9835884467748506	0.5756378850495597	0.7391304347826086
0.45	irregular	own	spreem	1	1	0.46153846153846156
0.45	irregular	own	sprell	0.9155899592136832	0.511064189520934	0.6521739130434783
0.45	irregular	own	spride	0.5635008056678296	0.5313785339558909	0.23076923076923078
0.45	irregular	own	sprurn	0.9835884467748506	0.6009827857662461	0.6538461538461539
0.45	irregular	own	squeen	1	1	0.5833333333333334
0.45	irregular	own	squeep	0.5319307624339821	0.47309440174172784	0.2916666666666667
0.45	irregular	own	squide	0.7841681456376568	0.6291846265961442	0.25
0.45	irregular	own	squine	0.9371183282858644	0.9371183282858643	0.6538461538461539
0.45	irregular	own	squite	0.7718415267971652	0.6006402352996547	0.3333333333333333
0.45	irregular	own	stell	0.9155899592136832	0.511064189520934	0.5652173913043478
0.45	irregular	own	streel	1	1	0.4782608695652174
0.45	irregular	own	streen	1	1	0.5
0.45	irregular	own	strill	0.9155899592136832	0.511064189520934	0.8260869565217391
0.45	irregular	own	strim	0.8248619149777238	0.7866980786086781	0.375
0.45	irregular	own	strine	0.5958105755120673	0.5623083904500157	0.4782608695652174
0.45	irregular	own	strink	0.7403984313448542	0.7403984313448542	0.3076923076923077
0.45	irregular	own	strite	0.5223415272025212	0.45822558474947606	0.20833333333333334
0.45	irregular	own	surn	0.9835884467748506	0.6009827857662461	0.6153846153846154
0.45	irregular	own	sweel	1	1	0.43478260869565216
0.45	irregular	own	swide	0.7841681456376568	0.6291846265961442	0.16666666666666666
0.45	irregular	own	swite	0.7718415267971652	0.5963394995774111	0.4230769230769231
0.45	irregular	own	swurn	0.9835884467748506	0.5334673992688007	0.6666666666666666
0.45	irregular	own	theel	0.6776013984474349	0.6776013984474349	0.20833333333333334
0.45	irregular	own	theep	0.6330236380813812	0.5523820926085882	0.4166666666666667
0.45	irregular	own	thide	0.8103906228224429	0.8103906228224429	0.23076923076923078
0.45	irregular	own	threll	0.9155899592136832	0.5014005401683584	0.4583333333333333
0.45	irregular	own	thride	0.5176953847473417	0.4597796794612423	0.34782608695652173
0.45	irregular	own	thrim	0.8248619149777238	0.7866980786086781	0.4166666666666667
0.45	irregular	own	thring	0.7375500849042943	0.6785575016946979	0.5217391304347826
0.45	irregular	own	thurn	0.9835884467748506	0.5756378850495597	0.5217391304347826
0.45	irregular	own	trell	0.9155899592136832	0.511064189520934	0.6521739130434783
0.45	irregular	own	trine	0.5958105755120673	0.5623083904500157	0.34782608695652173
0.45	irregular	own	trink	0.6161333976380446	0.6161333976380446	0.2916666666666667
0.45	irregular	own	trurn	0.9835884467748506	0.6009827857662461	0.6923076923076923
0.45	irregular	own	twell	0.7717736258285047	0.7717736258285047	0.5652173913043478
0.45	irregular	own	twim	0.7138711619353876	0.5620122975393843	0.34782608695652173
0.45	irregular	own	twink	0.8998676870443899	0.7948434178277867	0.5769230769230769
0.45	irregular	own	twite	0.7718415267971652	0.6006402352996547	0.25
0.45	irregular	own	vink	0.9289251231442684	0.9289251231442684	0.6153846153846154
0.45	irregular	own	vrill	0.9155899592136832	0.5014005401683584	0.625
0.45	irregular	own	vrink	0.7403984313448542	0.7403984313448542	0.4230769230769231
0.45	irregular	own	vrite	0.5680738434412476	0.5369562700322805	0.30434782608695654
0.45	irregular	own	vurn	0.6778384157579144	0.6242123813359839	0.5416666666666666
0.45	irregular	own	yide	0.7841681456376568	0.5839999028332569	0.391304347826087
0.45	irregular	own	yill	0.9155899592136832	0.511064189520934	0.782608695652174
0.45	irregular	own	zeem	1	1	0.6521739130434783
0.45	irregular	own	zeep	0.6330236380813812	0.5890625246166686	0.5217391304347826
0.45	irregular	own	zell	0.9155899592136832	0.4897981426200811	0.2692307692307692
0.45	irregular	own	zim	0.8248619149777238	0.8248619149777238	0.6956521739130435
0.45	irregular	own	zite	0.7454089129026418	0.7454089129026418	0.3333333333333333
0.45	regular	coplayer	beeve	0.8760675281811514	0.9246909056709797	0.6153846153846154
0.45	regular	coplayer	blide	0.7829016668651589	0.9046226154334595	0.5217391304347826
0.45	regular	coplayer	blurn	0.9835884467748506	0.9856588388507187	0.6666666666666666
0.45	regular	coplayer	breep	0.5484932856105598	0.7087551761268485	0.2916666666666667
0.45	regular	coplayer	brive	0.6233257410830562	0.7094920690975006	0.25
0.45	regular	coplayer	brurn	0.9835884467748506	0.9856588388507187	0.4583333333333333
0.45	regular	coplayer	cheel	0.7033649711464584	0.8277038277328623	0.6521739130434783
0.45	regular	coplayer	cheem	1	1	0.46153846153846156
0.45	regular	coplayer	cheen	1	1	0.6521739130434783
0.45	regular	coplayer	chim	0.8541500394431276	0.8755659986179037	0.3333333333333333
0.45	regular	coplayer	chite	0.8602176784612262	0.9127314416620568	0.3333333333333333
0.45	regular	coplayer	dreen	1	1	0.5652173913043478
0.45	regular	coplayer	dreep	0.5484932856105598	0.7350735507326988	0.23076923076923078
0.45	regular	coplayer	drell	0.9155899592136832	0.9573124127670778	0.46153846153846156
0.45	regular	coplayer	drurn	0.9835884467748506	0.9879501056242953	0.5217391304347826
0.45	regular	coplayer	dweep	0.5319307624339821	0.7219796169788043	0.3076923076923077
0.45	regular	coplayer	dwide	0.7841681456376568	0.9029479985002298	0.3076923076923077
0.45	regular	coplayer	dwill	0.9155899592136832	0.9573124127670778	0.46153846153846156
0.45	regular	coplayer	dwim	0.7138711619353876	0.7513695377648	0.4583333333333333
0.45	regular	coplayer	dwing	0.7062877882701784	0.8769550387679047	0.5384615384615384
0.45	regular	coplayer	dwink	0.8998676870443899	0.9598772716250812	0.34782608695652173
0.45	regular	coplayer	feem	1	1	0.6086956521739131
0.45	regular	coplayer	fide	0.9154709676018904	0.9154709676018905	0.4230769230769231
0.45	regular	coplayer	fim	0.8393380184291316	0.8863491396507285	0.6153846153846154
0.45	regular	coplayer	fleel	1	1	0.46153846153846156
0.45	regular	coplayer	frim	0.8248619149777238	0.8660057671669915	0.782608695652174
0.45	regular	coplayer	geem	1	1	0.6956521739130435
0.45	regular	coplayer	geeve	0.9209183614324898	0.9415251925000451	0.6086956521739131
0.45	regular	coplayer	gim	0.7138711619353876	0.7901737912303128	0.6153846153846154
0.45	regular	coplayer	glill	0.9155899592136832	0.9518910332691445	0.4583333333333333
0.45	regular	coplayer	gline	0.8761751979855581	0.9095540091465215	0.6153846153846154
0.45	regular	coplayer	gling	0.7568219552724097	0.8834044560049518	0.6086956521739131
0.45	regular	coplayer	glink	0.7409149085767697	0.8679757340479062	0.4166666666666667
0.45	regular	coplayer	greel	1	1	0.5652173913043478
0.45	regular	coplayer	greem	1	1	0.5769230769230769
0.45	regular	coplayer	gring	0.7375500849042943	0.8725122625861862	0.34782608695652173
0.45	regular	coplayer	grink	0.7403984313448542	0.8643913222003059	0.34615384615384615
0.45	regular	coplayer	gurn	0.6778384157579144	0.7116907170363921	0.4166666666666667
0.45	regular	coplayer	hurn	0.9835884467748506	0.9879501056242953	0.6956521739130435
0.45	regular	coplayer	jeem	1	1	0.5833333333333334
0.45	regular	coplayer	jine	0.808393059246601	0.8650190393006414	0.5217391304347826
0.45	regular	coplayer	jink	0.7409149085767697	0.8852394249894866	0.6086956521739131
0.45	regular	coplayer	jurn	0.6778384157579144	0.7116907170363921	0.625
0.45	regular	coplayer	kleel	1	1	0.34615384615384615
0.45	regular	coplayer	kleem	1	1	0.625
0.45	regular	coplayer	klide	0.7829016668651589	0.9022920348158882	0.4230769230769231
0.45	regular	coplayer	klill	0.9155899592136832	0.9518910332691445	0.5416666666666666
0.45	regular	coplayer	klite	0.7718415267971652	0.8522276486984695	0.3333333333333333
0.45	regular	coplayer	kreen	1	1	0.5416666666666666
0.45	regular	coplayer	lell	0.9155899592136832	0.9549096846745213	0.5652173913043478
0.45	regular	coplayer	ming	0.7835746010100221	0.8980635347010297	0.6086956521739131
0.45	regular	coplayer	murn	0.6778384157579144	0.7333348660452066	0.6153846153846154
0.45	regular	coplayer	neem	1	1	0.5416666666666666
0.45	regular	coplayer	neen	1	1	0.5384615384615384
0.45	regular	coplayer	nink	0.7409149085767697	0.8679757340479062	0.375
0.45	regular	coplayer	pite	0.945188202887024	0.9669120615202065	0.4166666666666667
0.45	regular	coplayer	pleel	1	1	0.3333333333333333
0.45	regular	coplayer	pline	0.8761751979855581	0.9139346783836193	0.6956521739130435
0.45	regular	coplayer	preem	1	1	0.5769230769230769
0.45	regular	coplayer	prill	0.9155899592136832	0.9573124127670778	0.7692307692307693
0.45	regular	coplayer	pring	0.7375500849042943	0.8649479968130303	0.2916666666666667
0.45	regular	coplayer	prurn	0.9835884467748506	0.9856588388507187	0.5833333333333334
0.45	regular	coplayer	quide	0.7841681456376568	0.905264243920691	0.43478260869565216
0.45	regular	coplayer	quing	0.7062877882701784	0.8769550387679047	0.38461538461538464
0.45	regular	coplayer	quink	0.8998676870443899	0.9598772716250812	0.6086956521739131
0.45	regular	coplayer	rurn	0.9835884467748506	0.9879501056242953	0.5652173913043478
0.45	regular	coplayer	schmeem	1	1	0.5652173913043478
0.45	regular	coplayer	schmim	0.7897565020866556	0.849203859993283	0.5384615384615384
0.45	regular	coplayer	schmine	0.9169076686720172	0.9377314612511931	0.6666666666666666
0.45	regular	coplayer	schmite	0.7718415267971652	0.8789474621758138	0.34782608695652173
0.45	regular	coplayer	shing	0.6140059072911342	0.78521708293445025	0.3333333333333333
0.45	regular	coplayer	shreen	1	1	0.6153846153846154
0.45	regular	coplayer	shreep	0.5484932856105598	0.7087551761268485	0.20833333333333334
0.45	regular	coplayer	shride	0.5176953847473417	0.7334528094643693	0.38461538461538464
0.45	regular	coplayer	shring	0.7375500849042943	0.8725122625861862	0.30434782608695654
0.45	regular	coplayer	skeen	1	1	0.5
0.45	regular	coplayer	skeep	0.5319307624339821	0.7219796169788043	0.3076923076923077
0.45	regular	coplayer	skell	0.9155899592136832	0.9573124127670778	0.46153846153846156
0.45	regular	coplayer	sking	0.8495007220414647	0.9274255328853321	0.25
0.45	regular	coplayer	skrill	0.9155899592136832	0.9518910332691445	0.5833333333333334
0.45	regular	coplayer	skrine	0.5958105755120673	0.6865215589678183	0.5
0.45	regular	coplayer	skrink	0.7403984313448542	0.8643913222003059	0.3076923076923077
0.45	regular	coplayer	skrurn	0.9835884467748506	0.9869985303004779	0.6153846153846154
0.45	regular	coplayer	skurn	0.9835884467748506	0.9869985303004779	0.5769230769230769
0.45	regular	coplayer	sleel	1	1	0.3076923076923077
0.45	regular	coplayer	slill	0.9155899592136832	0.9573124127670778	0.6923076923076923
0.45	regular	coplayer	sline	0.8761751979855581	0.9066499197442741	0.5
0.45	regular	coplayer	slive	0.7255085865447082	0.785683800151849	0.5217391304347826
0.45	regular	coplayer	slurn	0.9835884467748506	0.9856588388507187	0.7083333333333334
0.45	regular	coplayer	smill	0.9155899592136832	0.9549096846745213	0.5652173913043478
0.45	regular	coplayer	smim	0.7897565020866556	0.819155477922898	0.375
0.45	regular	coplayer	smink	0.929725211155199	0.9670912062071069	0.46153846153846156
0.45	regular	coplayer	sneem	1	1	0.5416666666666666
0.45	regular	coplayer	sneen	1	1	0.6521739130434783
0.45	regular	coplayer	sneep	0.6330236380813812	0.8053870446994874	0.34782608695652173
0.45	regular	coplayer	snine	0.8761751979855581	0.9095540091465215	0.6538461538461539
0.45	regular	coplayer	sning	0.8234186488596761	0.9189586520617832	0.391304347826087
0.45	regular	coplayer	snink	0.7409149085767697	0.8679757340479062	0.3333333333333333
0.45	regular	coplayer	snite	0.7718415267971652	0.8950486295298183	0.3076923076923077
0.45	regular	coplayer	snurn	0.9835884467748506	0.9869985303004779	0.6153846153846154
0.45	regular	coplayer	sping	0.8495007220414647	0.9274255328853321	0.20833333333333334
0.45	regular	coplayer	splide	0.7829016668651589	0.9048942352915241	0.25
0.45	regular	coplayer	spling	0.7568219552724097	0.9021423989995894	0.3076923076923077
0.45	regular	coplayer	splink	0.7409149085767697	0.8852394249894866	0.43478260869565216
0.45	regular	coplayer	splive	0.7255085865447082	0.785683800151849	0.6086956521739131
0.45	regular	coplayer	splurn	0.9835884467748506	0.9879501056242953	0.7391304347826086
0.45	regular	coplayer	spreem	1	1	0.46153846153846156
0.45	regular	coplayer	sprell	0.9155899592136832	0.9549096846745213	0.6521739130434783
0.45	regular	coplayer	spride	0.5635008056678296	0.7679115237425346	0.23076923076923078
0.45	regular	coplayer	sprurn	0.9835884467748506	0.9869985303004779	0.6538461538461539
0.45	regular	coplayer	squeen	1	1	0.5833333333333334
0.45	regular	coplayer	squeep	0.5319307624339821	0.694922960391907	0.2916666666666667
0.45	regular	coplayer	squide	0.7841681456376568	0.9055336388100172	0.25
0.45	regular	coplayer	squine	0.9371183282858644	0.9545607493229344	0.6538461538461539
0.45	regular	coplayer	squite	0.7718415267971652	0.8522276486984695	0.3333333333333333
0.45	regular	coplayer	stell	0.9155899592136832	0.9549096846745213	0.5652173913043478
0.45	regular	coplayer	streel	1	1	0.4782608695652174
0.45	regular	coplayer	streen	1	1	0.5
0.45	regular	coplayer	strill	0.9155899592136832	0.9549096846745213	0.8260869565217391
0.45	regular	coplayer	strim	0.8248619149777238	0.8500290388232069	0.375
0.45	regular	coplayer	strine	0.5958105755120673	0.7005793839853282	0.4782608695652174
0.45	regular	coplayer	strink	0.7403984313448542	0.8643913222003059	0.3076923076923077
0.45	regular	coplayer	strite	0.5223415272025212	0.6529668006312754	0.20833333333333334
0.45	regular	coplayer	surn	0.9835884467748506	0.9869985303004779	0.6153846153846154
0.45	regular	coplayer	sweel	1	1	0.43478260869565216
0.45	regular	coplayer	swide	0.7841681456376568	0.9055336388100172	0.16666666666666666
0.45	regular	coplayer	swite	0.7718415267971652	0.8950486295298183	0.4230769230769231
0.45	regular	coplayer	swurn	0.9835884467748506	0.9856588388507187	0.6666666666666666
0.45	regular	coplayer	theel	0.6776013984474349	0.8017557948071188	0.20833333333333334
0.45	regular	coplayer	theep	0.6330236380813812	0.7750583895584084	0.4166666666666667
0.45	regular	coplayer	thide	0.8103906228224429	0.8103906228224429	0.23076923076923078
0.45	regular	coplayer	threll	0.9155899592136832	0.9518910332691445	0.4583333333333333
0.45	regular	coplayer	thride	0.5176953847473417	0.7388287707117378	0.34782608695652173
0.45	regular	coplayer	thrim	0.8248619149777238	0.8500290388232069	0.4166666666666667
0.45	regular	coplayer	thring	0.7375500849042943	0.8725122625861862	0.5217391304347826
0.45	regular	coplayer	thurn	0.9835884467748506	0.9879501056242953	0.5217391304347826
0.45	regular	coplayer	trell	0.9155899592136832	0.9549096846745213	0.6521739130434783
0.45	regular	coplayer	trine	0.5958105755120673	0.7005793839853282	0.34782608695652173
0.45	regular	coplayer	trink	0.6161333976380446	0.7885922612954105	0.2916666666666667
0.45	regular	coplayer	trurn	0.9835884467748506	0.9869985303004779	0.6923076923076923
0.45	regular	coplayer	twell	0.7717736258285047	0.8712058491316986	0.5652173913043478
0.45	regular	coplayer	twim	0.7138711619353876	0.7756326031330452	0.34782608695652173
0.45	regular	coplayer	twink	0.8998676870443899	0.9523349670114862	0.5769230769230769
0.45	regular	coplayer	twite	0.7718415267971652	0.8522276486984695	0.25
0.45	regular	coplayer	vink	0.9289251231442684	0.966702051818024	0.6153846153846154
0.45	regular	coplayer	vrill	0.9155899592136832	0.9518910332691445	0.625
0.45	regular	coplayer	vrink	0.7403984313448542	0.8643913222003059	0.4230769230769231
0.45	regular	coplayer	vrite	0.5680738434412476	0.7419535739659152	0.30434782608695654
0.45	regular	coplayer	vurn	0.6778384157579144	0.7116907170363921	0.5416666666666666
0.45	regular	coplayer	yide	0.7841681456376568	0.905264243920691	0.391304347826087
0.45	regular	coplayer	yill	0.9155899592136832	0.9549096846745213	0.782608695652174
0.45	regular	coplayer	zeem	1	1	0.6521739130434783
0.45	regular	coplayer	zeep	0.6330236380813812	0.8053870446994874	0.5217391304347826
0.45	regular	coplayer	zell	0.9155899592136832	0.9573124127670778	0.2692307692307692
0.45	regular	coplayer	zim	0.8248619149777238	0.8660057671669915	0.6956521739130435
0.45	regular	coplayer	zite	0.7454089129026418	0.833224912467446	0.3333333333333333
0.45	regular	own	beeve	0.8760675281811514	0.9046175100402123	0.6153846153846154
0.45	regular	own	blide	0.7829016668651589	0.8440637350084201	0.5217391304347826
0.45	regular	own	blurn	0.9835884467748506	0.9915165416320741	0.6666666666666666
0.45	regular	own	breep	0.5484932856105598	0.6097503209953871	0.2916666666666667
0.45	regular	own	brive	0.6233257410830562	0.7002109072158046	0.25
0.45	regular	own	brurn	0.9835884467748506	0.9915165416320741	0.4583333333333333
0.45	regular	own	cheel	0.7033649711464584	0.8685279748682756	0.6521739130434783
0.45	regular	own	cheem	1	1	0.46153846153846156
0.45	regular	own	cheen	1	1	0.6521739130434783
0.45	regular	own	chim	0.8541500394431276	0.907492688831533	0.3333333333333333
0.45	regular	own	chite	0.8602176784612262	0.8849049155770516	0.3333333333333333
0.45	regular	own	dreen	1	1	0.5652173913043478
0.45	regular	own	dreep	0.5484932856105598	0.6446469645067157	0.23076923076923078
0.45	regular	own	drell	0.9155899592136832	0.9676897675859625	0.46153846153846156
0.45	regular	own	drurn	0.9835884467748506	0.9927063911227205	0.5217391304347826
0.45	regular	own	dweep	0.5319307624339821	0.6295874320754392	0.3076923076923077
0.45	regular	own	dwide	0.7841681456376568	0.8518818832100005	0.3076923076923077
0.45	regular	own	dwill	0.9155899592136832	0.9676897675859625	0.46153846153846156
0.45	regular	own	dwim	0.7138711619353876	0.8085255299739394	0.4583333333333333
0.45	regular	own	dwing	0.7062877882701784	0.8339891294315768	0.5384615384615384
0.45	regular	own	dwink	0.8998676870443899	0.9459401912007904	0.34782608695652173
0.45	regular	own	feem	1	1	0.6086956521739131
0.45	regular	own	fide	0.9154709676018904	0.9154709676018905	0.4230769230769231
0.45	regular	own	fim	0.8393380184291316	0.9037690659822638	0.6153846153846154
0.45	regular	own	fleel	1	1	0.46153846153846156
0.45	regular	own	frim	0.8248619149777238	0.9072646007919802	0.782608695652174
0.45	regular	own	geem	1	1	0.6956521739130435
0.45	regular	own	geeve	0.9209183614324898	0.9301914354128897	0.6086956521739131
0.45	regular	own	gim	0.7138711619353876	0.8197473957384231	0.6153846153846154
0.45	regular	own	glill	0.9155899592136832	0.9655830757629715	0.4583333333333333
0.45	regular	own	gline	0.8761751979855581	0.949083850310407	0.6153846153846154
0.45	regular	own	gling	0.7568219552724097	0.8365015940702306	0.6086956521739131
0.45	regular	own	glink	0.7409149085767697	0.8429739969316775	0.4166666666666667
0.45	regular	own	greel	1	1	0.5652173913043478
0.45	regular	own	greem	1	1	0.5769230769230769
0.45	regular	own	gring	0.7375500849042943	0.8222908697184517	0.34782608695652173
0.45	regular	own	grink	0.7403984313448542	0.8484952780938867	0.34615384615384615
0.45	regular	own	gurn	0.6778384157579144	0.8106289457676631	0.4166666666666667
0.45	regular	own	hurn	0.9835884467748506	0.9927063911227205	0.6956521739130435
0.45	regular	own	jeem	1	1	0.5833333333333334
0.45	regular	own	jine	0.808393059246601	0.9052808413724664	0.5217391304347826
0.45	regular	own	jink	0.7409149085767697	0.8505193990504422	0.6086956521739131
0.45	regular	own	jurn	0.6778384157579144	0.8106289457676631	0.625
0.45	regular	own	kleel	1	1	0.34615384615384615
0.45	regular	own	kleem	1	1	0.625
0.45	regular	own	klide	0.7829016668651589	0.8509515483351376	0.4230769230769231
0.45	regular	own	klill	0.9155899592136832	0.9655830757629715	0.5416666666666666
0.45	regular	own	klite	0.7718415267971652	0.8094310796476955	0.3333333333333333
0.45	regular	own	kreen	1	1	0.5416666666666666
0.45	regular	own	lell	0.9155899592136832	0.9672764099096675	0.5652173913043478
0.45	regular	own	ming	0.7835746010100221	0.855888230579478	0.6086956521739131
0.45	regular	own	murn	0.6778384157579144	0.8451681199031704	0.6153846153846154
0.45	regular	own	neem	1	1	0.5416666666666666
0.45	regular	own	neen	1	1	0.5384615384615384
