learning_rate	which_rules	which_responses	word	weight	updated_weight	mean_reg	cor_weight
1.1500000000000001	regular	own	beeve	0.8760675281811514	0.9212486223094318	0.6153846153846154	0.5925858319082127
1.1500000000000001	regular	own	blide	0.7829016668651589	0.8744468064843302	0.5217391304347826	0.5925858319082127
1.1500000000000001	regular	own	blurn	0.9835884467748506	0.9940680421526946	0.6666666666666666	0.5925858319082127
1.1500000000000001	regular	own	breep	0.5484932856105598	0.6571483951540961	0.2916666666666667	0.5925858319082127
1.1500000000000001	regular	own	brive	0.6233257410830562	0.7508060193714664	0.25	0.5925858319082127
1.1500000000000001	regular	own	brurn	0.9835884467748506	0.9940680421526946	0.4583333333333333	0.5925858319082127
1.1500000000000001	regular	own	cheel	0.7033649711464584	0.9216331643088644	0.6521739130434783	0.5925858319082127
1.1500000000000001	regular	own	cheem	1	1	0.46153846153846156	0.5925858319082127
1.1500000000000001	regular	own	cheen	1	1	0.6521739130434783	0.5925858319082127
1.1500000000000001	regular	own	chim	0.8541500394431276	0.9340998040699158	0.3333333333333333	0.5925858319082127
1.1500000000000001	regular	own	chite	0.8602176784612262	0.9004851259544214	0.3333333333333333	0.5925858319082127
1.1500000000000001	regular	own	dreen	1	1	0.5652173913043478	0.5925858319082127
1.1500000000000001	regular	own	dreep	0.5484932856105598	0.7115328962748468	0.23076923076923078	0.5925858319082127
1.1500000000000001	regular	own	drell	0.9155899592136832	0.9825862028452982	0.46153846153846156	0.5925858319082127
1.1500000000000001	regular	own	drurn	0.9835884467748506	0.9953471533633352	0.5217391304347826	0.5925858319082127
1.1500000000000001	regular	own	dweep	0.5319307624339821	0.6985836537267982	0.3076923076923077	0.5925858319082127
1.1500000000000001	regular	own	dwide	0.7841681456376568	0.8877859747718069	0.3076923076923077	0.5925858319082127
1.1500000000000001	regular	own	dwill	0.9155899592136832	0.9825862028452982	0.46153846153846156	0.5925858319082127
1.1500000000000001	regular	own	dwim	0.7138711619353876	0.8612511812731757	0.4583333333333333	0.5925858319082127
1.1500000000000001	regular	own	dwing	0.7062877882701784	0.8918264139487126	0.5384615384615384	0.5925858319082127
1.1500000000000001	regular	own	dwink	0.8998676870443899	0.9626118252150958	0.34782608695652173	0.5925858319082127
1.1500000000000001	regular	own	feem	1	1	0.6086956521739131	0.5925858319082127
1.1500000000000001	regular	own	fide	0.9154709676018904	0.9154709676018905	0.4230769230769231	0.5925858319082127
1.1500000000000001	regular	own	fim	0.8393380184291316	0.930979221719414	0.6153846153846154	0.5925858319082127
1.1500000000000001	regular	own	fleel	1	1	0.46153846153846156	0.5925858319082127
1.1500000000000001	regular	own	frim	0.8248619149777238	0.9430434089881564	0.782608695652174	0.5925858319082127
1.1500000000000001	regular	own	geem	1	1	0.6956521739130435	0.5925858319082127
1.1500000000000001	regular	own	geeve	0.9209183614324898	0.9370817643497501	0.6086956521739131	0.5925858319082127
1.1500000000000001	regular	own	gim	0.7138711619353876	0.8694666219687351	0.6153846153846154	0.5925858319082127
1.1500000000000001	regular	own	glill	0.9155899592136832	0.9792515404284651	0.4583333333333333	0.5925858319082127
1.1500000000000001	regular	own	gline	0.8761751979855581	0.9723054209043951	0.6153846153846154	0.5925858319082127
1.1500000000000001	regular	own	gling	0.7568219552724097	0.8799926887626525	0.6086956521739131	0.5925858319082127
1.1500000000000001	regular	own	glink	0.7409149085767697	0.8823593583739231	0.4166666666666667	0.5925858319082127
1.1500000000000001	regular	own	greel	1	1	0.5652173913043478	0.5925858319082127
1.1500000000000001	regular	own	greem	1	1	0.5769230769230769	0.5925858319082127
1.1500000000000001	regular	own	gring	0.7375500849042943	0.8692307428244779	0.34782608695652173	0.5925858319082127
1.1500000000000001	regular	own	grink	0.7403984313448542	0.8999350520041701	0.34615384615384615	0.5925858319082127
1.1500000000000001	regular	own	gurn	0.6778384157579144	0.8654973485889631	0.4166666666666667	0.5925858319082127
1.1500000000000001	regular	own	hurn	0.9835884467748506	0.9953471533633352	0.6956521739130435	0.5925858319082127
1.1500000000000001	regular	own	jeem	1	1	0.5833333333333334	0.5925858319082127
1.1500000000000001	regular	own	jine	0.808393059246601	0.9387447194331087	0.5217391304347826	0.5925858319082127
1.1500000000000001	regular	own	jink	0.7409149085767697	0.8950742113882358	0.6086956521739131	0.5925858319082127
1.1500000000000001	regular	own	jurn	0.6778384157579144	0.8654973485889631	0.625	0.5925858319082127
1.1500000000000001	regular	own	kleel	1	1	0.34615384615384615	0.5925858319082127
1.1500000000000001	regular	own	kleem	1	1	0.625	0.5925858319082127
1.1500000000000001	regular	own	klide	0.7829016668651589	0.8870679268348762	0.4230769230769231	0.5925858319082127
1.1500000000000001	regular	own	klill	0.9155899592136832	0.9792515404284651	0.5416666666666666	0.5925858319082127
1.1500000000000001	regular	own	klite	0.7718415267971652	0.8346102583377011	0.3333333333333333	0.5925858319082127
1.1500000000000001	regular	own	kreen	1	1	0.5416666666666666	0.5925858319082127
1.1500000000000001	regular	own	lell	0.9155899592136832	0.9810094895667313	0.5652173913043478	0.5925858319082127
1.1500000000000001	regular	own	ming	0.7835746010100221	0.8945764191223897	0.6086956521739131	0.5925858319082127
1.1500000000000001	regular	own	murn	0.6778384157579144	0.9067213069050424	0.6153846153846154	0.5925858319082127
1.1500000000000001	regular	own	neem	1	1	0.5416666666666666	0.5925858319082127
1.1500000000000001	regular	own	neen	1	1	0.5384615384615384	0.5925858319082127
1.1500000000000001	regular	own	nink	0.7409149085767697	0.8823593583739231	0.375	0.5925858319082127
1.1500000000000001	regular	own	pite	0.945188202887024	0.961586655949863	0.4166666666666667	0.5925858319082127
