learning_rate	which_rules	which_responses	participant_id	word	weight	resp_reg	updated_weight	c
0.5	both	coplayer	s6532	klide	0.7829016668651589	0	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6534	klide	0.7829016668651589	1	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6544	klide	0.7829016668651589	0	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6182	blide	0.7829016668651589	0	0.7184658330458313	0.5464475519109641
0.5	both	coplayer	s6185	blide	0.7829016668651589	0	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6191	blide	0.7829016668651589	1	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6197	blide	0.7829016668651589	1	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6200	blide	0.7829016668651589	1	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6205	blide	0.7829016668651589	1	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6211	blide	0.7829016668651589	1	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6218	blide	0.7829016668651589	1	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6223	blide	0.7829016668651589	1	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6227	blide	0.7829016668651589	1	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6232	blide	0.7829016668651589	1	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6284	blide	0.7829016668651589	0	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6287	blide	0.7829016668651589	0	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6290	blide	0.7829016668651589	0	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6291	blide	0.7829016668651589	0	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6296	blide	0.7829016668651589	1	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6504	blide	0.7829016668651589	1	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6508	blide	0.7829016668651589	0	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6512	blide	0.7829016668651589	0	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6521	blide	0.7829016668651589	0	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6524	blide	0.7829016668651589	0	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6533	blide	0.7829016668651589	1	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6536	blide	0.7829016668651589	0	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6120	swide	0.7841681456376568	0	0.9298475605124745	0.5464475519109641
0.5	both	coplayer	s6128	swide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6132	swide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6134	swide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6189	swide	0.7841681456376568	0	0.7189833128190279	0.5464475519109641
0.5	both	coplayer	s6192	swide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6194	swide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6204	swide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6207	swide	0.7841681456376568	0	0.7189833128190279	0.5464475519109641
0.5	both	coplayer	s6210	swide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6221	swide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6225	swide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6228	swide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6231	swide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6233	swide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6295	swide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6297	swide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6492	swide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6495	swide	0.7841681456376568	0	0.7189833128190279	0.5464475519109641
0.5	both	coplayer	s6497	swide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6505	swide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6525	swide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6535	swide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6537	swide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6182	quide	0.7841681456376568	0	0.8821006441031944	0.5464475519109641
0.5	both	coplayer	s6185	quide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6191	quide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6197	quide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6200	quide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6205	quide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6211	quide	0.7841681456376568	1	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6218	quide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6223	quide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6227	quide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6232	quide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6284	quide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6287	quide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6290	quide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6291	quide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6296	quide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6504	quide	0.7841681456376568	1	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6508	quide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6512	quide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6521	quide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6524	quide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6533	quide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6536	quide	0.7841681456376568	1	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6119	spride	0.5635008056678296	0	0.7696997444211119	0.5464475519109641
0.5	both	coplayer	s6123	spride	0.5635008056678296	1	0.8010303357456564	0.5464475519109641
0.5	both	coplayer	s6125	spride	0.5635008056678296	0	0.7696997444211119	0.5464475519109641
0.5	both	coplayer	s6135	spride	0.5635008056678296	1	0.7696997444211119	0.5464475519109641
0.5	both	coplayer	s6181	spride	0.5635008056678296	0	0.7696997444211119	0.5464475519109641
0.5	both	coplayer	s6183	spride	0.5635008056678296	0	0.8010303357456564	0.5464475519109641
0.5	both	coplayer	s6184	spride	0.5635008056678296	0	0.7696997444211119	0.5464475519109641
0.5	both	coplayer	s6186	spride	0.5635008056678296	0	0.7696997444211119	0.5464475519109641
0.5	both	coplayer	s6190	spride	0.5635008056678296	0	0.7696997444211119	0.5464475519109641
0.5	both	coplayer	s6195	spride	0.5635008056678296	1	0.8010303357456564	0.5464475519109641
0.5	both	coplayer	s6208	spride	0.5635008056678296	0	0.7696997444211119	0.5464475519109641
0.5	both	coplayer	s6209	spride	0.5635008056678296	0	0.8010303357456564	0.5464475519109641
0.5	both	coplayer	s6219	spride	0.5635008056678296	0	0.7696997444211119	0.5464475519109641
0.5	both	coplayer	s6222	spride	0.5635008056678296	1	0.7696997444211119	0.5464475519109641
0.5	both	coplayer	s6282	spride	0.5635008056678296	0	0.7696997444211119	0.5464475519109641
0.5	both	coplayer	s6286	spride	0.5635008056678296	0	0.7696997444211119	0.5464475519109641
0.5	both	coplayer	s6293	spride	0.5635008056678296	0	0.7696997444211119	0.5464475519109641
0.5	both	coplayer	s6298	spride	0.5635008056678296	1	0.8010303357456564	0.5464475519109641
0.5	both	coplayer	s6491	spride	0.5635008056678296	0	0.7696997444211119	0.5464475519109641
0.5	both	coplayer	s6500	spride	0.5635008056678296	0	0.7696997444211119	0.5464475519109641
0.5	both	coplayer	s6513	spride	0.5635008056678296	0	0.7696997444211119	0.5464475519109641
0.5	both	coplayer	s6520	spride	0.5635008056678296	0	0.8010303357456564	0.5464475519109641
0.5	both	coplayer	s6522	spride	0.5635008056678296	1	0.7696997444211119	0.5464475519109641
0.5	both	coplayer	s6532	spride	0.5635008056678296	0	0.8010303357456564	0.5464475519109641
0.5	both	coplayer	s6534	spride	0.5635008056678296	0	0.7696997444211119	0.5464475519109641
0.5	both	coplayer	s6544	spride	0.5635008056678296	0	0.8010303357456564	0.5464475519109641
0.5	both	coplayer	s6119	dwide	0.7841681456376568	1	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6123	dwide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6125	dwide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6135	dwide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6181	dwide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6183	dwide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6184	dwide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6186	dwide	0.7841681456376568	1	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6190	dwide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6195	dwide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6208	dwide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6209	dwide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6219	dwide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6222	dwide	0.7841681456376568	1	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6282	dwide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6286	dwide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6293	dwide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6298	dwide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6491	dwide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6500	dwide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6513	dwide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6520	dwide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6522	dwide	0.7841681456376568	1	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6532	dwide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6534	dwide	0.7841681456376568	1	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6544	dwide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6120	squide	0.7841681456376568	0	0.9298475605124745	0.5464475519109641
0.5	both	coplayer	s6128	squide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6132	squide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6134	squide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6189	squide	0.7841681456376568	0	0.7189833128190279	0.5464475519109641
0.5	both	coplayer	s6192	squide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6194	squide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6204	squide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6207	squide	0.7841681456376568	0	0.7189833128190279	0.5464475519109641
0.5	both	coplayer	s6210	squide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6221	squide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6225	squide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6228	squide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6231	squide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6233	squide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6295	squide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6297	squide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6492	squide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6495	squide	0.7841681456376568	0	0.7189833128190279	0.5464475519109641
0.5	both	coplayer	s6497	squide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6505	squide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6525	squide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6535	squide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
