learning_rate	which_rules	which_responses	participant_id	word	weight	resp_reg	updated_weight	c
0.5	both	coplayer	s6119	thide	0.8103906228224429	1	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6123	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6125	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6135	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6181	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6183	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6184	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6186	thide	0.8103906228224429	1	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6190	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6195	thide	0.8103906228224429	1	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6208	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6209	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6219	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6222	thide	0.8103906228224429	1	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6282	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6286	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6293	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6298	thide	0.8103906228224429	1	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6491	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6500	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6513	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6520	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6522	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6532	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6534	thide	0.8103906228224429	1	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6544	thide	0.8103906228224429	0	0.8103906228224429	0.5464475519109641
0.5	both	coplayer	s6119	fide	0.9154709676018904	0	0.6194139881852259	0.5464475519109641
0.5	both	coplayer	s6123	fide	0.9154709676018904	0	0.9154709676018905	0.5464475519109641
0.5	both	coplayer	s6125	fide	0.9154709676018904	1	0.6194139881852259	0.5464475519109641
0.5	both	coplayer	s6135	fide	0.9154709676018904	1	0.9154709676018905	0.5464475519109641
0.5	both	coplayer	s6181	fide	0.9154709676018904	0	0.6194139881852259	0.5464475519109641
0.5	both	coplayer	s6183	fide	0.9154709676018904	0	0.9154709676018905	0.5464475519109641
0.5	both	coplayer	s6184	fide	0.9154709676018904	1	0.9154709676018905	0.5464475519109641
0.5	both	coplayer	s6186	fide	0.9154709676018904	0	0.6194139881852259	0.5464475519109641
0.5	both	coplayer	s6190	fide	0.9154709676018904	0	0.6194139881852259	0.5464475519109641
0.5	both	coplayer	s6195	fide	0.9154709676018904	1	0.9154709676018905	0.5464475519109641
0.5	both	coplayer	s6208	fide	0.9154709676018904	0	0.6194139881852259	0.5464475519109641
0.5	both	coplayer	s6209	fide	0.9154709676018904	1	0.9154709676018905	0.5464475519109641
0.5	both	coplayer	s6219	fide	0.9154709676018904	0	0.9154709676018905	0.5464475519109641
0.5	both	coplayer	s6222	fide	0.9154709676018904	1	0.9154709676018905	0.5464475519109641
0.5	both	coplayer	s6282	fide	0.9154709676018904	0	0.6194139881852259	0.5464475519109641
0.5	both	coplayer	s6286	fide	0.9154709676018904	0	0.9154709676018905	0.5464475519109641
0.5	both	coplayer	s6293	fide	0.9154709676018904	0	0.6194139881852259	0.5464475519109641
0.5	both	coplayer	s6298	fide	0.9154709676018904	1	0.9154709676018905	0.5464475519109641
0.5	both	coplayer	s6491	fide	0.9154709676018904	0	0.6194139881852259	0.5464475519109641
0.5	both	coplayer	s6500	fide	0.9154709676018904	0	0.9154709676018905	0.5464475519109641
0.5	both	coplayer	s6513	fide	0.9154709676018904	0	0.6194139881852259	0.5464475519109641
0.5	both	coplayer	s6520	fide	0.9154709676018904	1	0.9154709676018905	0.5464475519109641
0.5	both	coplayer	s6522	fide	0.9154709676018904	1	0.6194139881852259	0.5464475519109641
0.5	both	coplayer	s6532	fide	0.9154709676018904	0	0.9154709676018905	0.5464475519109641
0.5	both	coplayer	s6534	fide	0.9154709676018904	1	0.6194139881852259	0.5464475519109641
0.5	both	coplayer	s6544	fide	0.9154709676018904	1	0.9154709676018905	0.5464475519109641
0.5	both	coplayer	s6182	yide	0.7841681456376568	0	0.8821006441031944	0.5464475519109641
0.5	both	coplayer	s6185	yide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6191	yide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6197	yide	0.7841681456376568	1	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6200	yide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6205	yide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6211	yide	0.7841681456376568	1	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6218	yide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6223	yide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6227	yide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6232	yide	0.7841681456376568	1	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6284	yide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6287	yide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6290	yide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6291	yide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6296	yide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6504	yide	0.7841681456376568	1	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6508	yide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6512	yide	0.7841681456376568	0	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6521	yide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6524	yide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6533	yide	0.7841681456376568	1	0.9188995295928587	0.5464475519109641
0.5	both	coplayer	s6536	yide	0.7841681456376568	0	0.9039024967858451	0.5464475519109641
0.5	both	coplayer	s6119	shride	0.5176953847473417	1	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6123	shride	0.5176953847473417	0	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6125	shride	0.5176953847473417	1	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6135	shride	0.5176953847473417	1	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6181	shride	0.5176953847473417	0	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6183	shride	0.5176953847473417	1	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6184	shride	0.5176953847473417	0	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6186	shride	0.5176953847473417	1	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6190	shride	0.5176953847473417	0	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6195	shride	0.5176953847473417	1	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6208	shride	0.5176953847473417	0	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6209	shride	0.5176953847473417	0	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6219	shride	0.5176953847473417	1	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6222	shride	0.5176953847473417	1	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6282	shride	0.5176953847473417	0	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6286	shride	0.5176953847473417	0	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6293	shride	0.5176953847473417	0	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6298	shride	0.5176953847473417	1	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6491	shride	0.5176953847473417	0	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6500	shride	0.5176953847473417	0	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6513	shride	0.5176953847473417	0	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6520	shride	0.5176953847473417	0	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6522	shride	0.5176953847473417	1	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6532	shride	0.5176953847473417	0	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6534	shride	0.5176953847473417	0	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6544	shride	0.5176953847473417	0	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6182	thride	0.5176953847473417	0	0.5849296395406768	0.5464475519109641
0.5	both	coplayer	s6185	thride	0.5176953847473417	0	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6191	thride	0.5176953847473417	1	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6197	thride	0.5176953847473417	0	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6200	thride	0.5176953847473417	1	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6205	thride	0.5176953847473417	1	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6211	thride	0.5176953847473417	1	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6218	thride	0.5176953847473417	0	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6223	thride	0.5176953847473417	0	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6227	thride	0.5176953847473417	0	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6232	thride	0.5176953847473417	1	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6284	thride	0.5176953847473417	0	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6287	thride	0.5176953847473417	0	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6290	thride	0.5176953847473417	0	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6291	thride	0.5176953847473417	0	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6296	thride	0.5176953847473417	0	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6504	thride	0.5176953847473417	1	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6508	thride	0.5176953847473417	0	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6512	thride	0.5176953847473417	0	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6521	thride	0.5176953847473417	1	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6524	thride	0.5176953847473417	0	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6533	thride	0.5176953847473417	1	0.7699759346910444	0.5464475519109641
0.5	both	coplayer	s6536	thride	0.5176953847473417	0	0.7353708385133879	0.5464475519109641
0.5	both	coplayer	s6119	klide	0.7829016668651589	0	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6123	klide	0.7829016668651589	1	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6125	klide	0.7829016668651589	1	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6135	klide	0.7829016668651589	0	0.7623755298977957	0.5464475519109641
0.5	both	coplayer	s6181	klide	0.7829016668651589	0	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6183	klide	0.7829016668651589	1	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6184	klide	0.7829016668651589	0	0.7623755298977957	0.5464475519109641
0.5	both	coplayer	s6186	klide	0.7829016668651589	0	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6190	klide	0.7829016668651589	0	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6195	klide	0.7829016668651589	1	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6208	klide	0.7829016668651589	1	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6209	klide	0.7829016668651589	0	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6219	klide	0.7829016668651589	1	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6222	klide	0.7829016668651589	1	0.7623755298977957	0.5464475519109641
0.5	both	coplayer	s6282	klide	0.7829016668651589	0	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6286	klide	0.7829016668651589	1	0.7623755298977957	0.5464475519109641
0.5	both	coplayer	s6293	klide	0.7829016668651589	0	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6298	klide	0.7829016668651589	1	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6491	klide	0.7829016668651589	0	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6500	klide	0.7829016668651589	0	0.7623755298977957	0.5464475519109641
0.5	both	coplayer	s6513	klide	0.7829016668651589	0	0.9032519236074572	0.5464475519109641
0.5	both	coplayer	s6520	klide	0.7829016668651589	0	0.9183413131169685	0.5464475519109641
0.5	both	coplayer	s6522	klide	0.7829016668651589	1	0.9032519236074572	0.5464475519109641
